date_time,Date,Time,Day_of_Week,school,company,weather,traffic,travel_time,day,hour,travel_time_minutes
6/1/2023 20:00,6/1/2023,20:00,Thursday,heavy,heavy,sunny,heavy,3:55,1,20,235
6/1/2023 21:00,6/1/2023,21:00,Thursday,lite,lite,sunny,lite,3:03,1,21,183
6/1/2023 22:00,6/1/2023,22:00,Thursday,lite,lite,sunny,lite,3:06,1,22,186
6/1/2023 23:00,6/1/2023,23:00,Thursday,lite,lite,sunny,lite,3:03,1,23,183
6/2/2023 0:00,6/2/2023,0:00,Friday,lite,lite,sunny,lite,3:00,2,0,180
6/2/2023 1:00,6/2/2023,1:00,Friday,lite,lite,sunny,lite,3:14,2,1,194
6/2/2023 2:00,6/2/2023,2:00,Friday,lite,lite,sunny,lite,3:04,2,2,184
6/2/2023 3:00,6/2/2023,3:00,Friday,lite,lite,sunny,lite,3:05,2,3,185
6/2/2023 4:00,6/2/2023,4:00,Friday,lite,lite,sunny,lite,3:05,2,4,185
6/2/2023 5:00,6/2/2023,5:00,Friday,lite,lite,sunny,lite,3:12,2,5,192
6/2/2023 6:00,6/2/2023,6:00,Friday,heavy,heavy,sunny,heavy,4:07,2,6,247
6/2/2023 7:00,6/2/2023,7:00,Friday,heavy,heavy,sunny,heavy,4:14,2,7,254
6/2/2023 8:00,6/2/2023,8:00,Friday,heavy,heavy,sunny,heavy,3:55,2,8,235
6/2/2023 9:00,6/2/2023,9:00,Friday,heavy,heavy,sunny,heavy,3:50,2,9,230
6/2/2023 10:00,6/2/2023,10:00,Friday,lite,lite,sunny,moderate,3:43,2,10,223
6/2/2023 11:00,6/2/2023,11:00,Friday,lite,lite,sunny,moderate,3:36,2,11,216
6/2/2023 12:00,6/2/2023,12:00,Friday,lite,lite,sunny,moderate,3:22,2,12,202
6/2/2023 13:00,6/2/2023,13:00,Friday,heavy,lite,sunny,moderate,3:30,2,13,210
6/2/2023 14:00,6/2/2023,14:00,Friday,heavy,lite,sunny,moderate,3:28,2,14,208
6/2/2023 15:00,6/2/2023,15:00,Friday,heavy,lite,sunny,moderate,3:18,2,15,198
6/2/2023 16:00,6/2/2023,16:00,Friday,heavy,heavy,sunny,heavy,3:58,2,16,238
6/2/2023 17:00,6/2/2023,17:00,Friday,heavy,heavy,sunny,heavy,3:47,2,17,227
6/2/2023 18:00,6/2/2023,18:00,Friday,heavy,heavy,sunny,heavy,4:12,2,18,252
6/2/2023 19:00,6/2/2023,19:00,Friday,heavy,heavy,sunny,heavy,3:46,2,19,226
6/2/2023 20:00,6/2/2023,20:00,Friday,heavy,heavy,sunny,heavy,4:14,2,20,254
6/2/2023 21:00,6/2/2023,21:00,Friday,lite,lite,sunny,lite,3:07,2,21,187
6/2/2023 22:00,6/2/2023,22:00,Friday,lite,lite,sunny,lite,3:09,2,22,189
6/2/2023 23:00,6/2/2023,23:00,Friday,lite,lite,sunny,lite,3:07,2,23,187
6/3/2023 0:00,6/3/2023,0:00,Saturday,lite,lite,sunny,lite,3:02,3,0,182
6/3/2023 1:00,6/3/2023,1:00,Saturday,lite,lite,sunny,lite,3:07,3,1,187
6/3/2023 2:00,6/3/2023,2:00,Saturday,lite,lite,sunny,lite,3:15,3,2,195
6/3/2023 3:00,6/3/2023,3:00,Saturday,lite,lite,sunny,lite,3:06,3,3,186
6/3/2023 4:00,6/3/2023,4:00,Saturday,lite,lite,sunny,lite,3:03,3,4,183
6/3/2023 5:00,6/3/2023,5:00,Saturday,lite,lite,sunny,lite,3:13,3,5,193
6/3/2023 6:00,6/3/2023,6:00,Saturday,lite,lite,sunny,lite,3:01,3,6,181
6/3/2023 7:00,6/3/2023,7:00,Saturday,lite,lite,sunny,lite,3:14,3,7,194
6/3/2023 8:00,6/3/2023,8:00,Saturday,lite,lite,sunny,lite,3:12,3,8,192
6/3/2023 9:00,6/3/2023,9:00,Saturday,lite,lite,sunny,lite,3:02,3,9,182
6/3/2023 10:00,6/3/2023,10:00,Saturday,lite,lite,sunny,lite,3:04,3,10,184
6/3/2023 11:00,6/3/2023,11:00,Saturday,lite,lite,sunny,lite,3:07,3,11,187
6/3/2023 12:00,6/3/2023,12:00,Saturday,lite,lite,sunny,lite,3:07,3,12,187
6/3/2023 13:00,6/3/2023,13:00,Saturday,lite,lite,sunny,lite,3:13,3,13,193
6/3/2023 14:00,6/3/2023,14:00,Saturday,lite,lite,sunny,lite,3:11,3,14,191
6/3/2023 15:00,6/3/2023,15:00,Saturday,lite,lite,sunny,lite,3:06,3,15,186
6/3/2023 16:00,6/3/2023,16:00,Saturday,lite,lite,sunny,lite,3:10,3,16,190
6/3/2023 17:00,6/3/2023,17:00,Saturday,lite,lite,sunny,lite,3:03,3,17,183
6/3/2023 18:00,6/3/2023,18:00,Saturday,lite,lite,sunny,lite,3:14,3,18,194
6/3/2023 19:00,6/3/2023,19:00,Saturday,lite,lite,sunny,lite,3:05,3,19,185
6/3/2023 20:00,6/3/2023,20:00,Saturday,lite,lite,sunny,lite,3:13,3,20,193
6/3/2023 21:00,6/3/2023,21:00,Saturday,lite,lite,sunny,lite,3:14,3,21,194
6/3/2023 22:00,6/3/2023,22:00,Saturday,lite,lite,sunny,lite,3:10,3,22,190
6/3/2023 23:00,6/3/2023,23:00,Saturday,lite,lite,sunny,lite,3:05,3,23,185
6/4/2023 0:00,6/4/2023,0:00,Sunday,lite,lite,sunny,lite,3:00,4,0,180
6/4/2023 1:00,6/4/2023,1:00,Sunday,lite,lite,sunny,lite,3:12,4,1,192
6/4/2023 2:00,6/4/2023,2:00,Sunday,lite,lite,sunny,lite,3:15,4,2,195
6/4/2023 3:00,6/4/2023,3:00,Sunday,lite,lite,sunny,lite,3:15,4,3,195
6/4/2023 4:00,6/4/2023,4:00,Sunday,lite,lite,sunny,lite,3:11,4,4,191
6/4/2023 5:00,6/4/2023,5:00,Sunday,lite,lite,sunny,lite,3:06,4,5,186
6/4/2023 6:00,6/4/2023,6:00,Sunday,lite,lite,sunny,lite,3:15,4,6,195
6/4/2023 7:00,6/4/2023,7:00,Sunday,lite,lite,sunny,lite,3:07,4,7,187
6/4/2023 8:00,6/4/2023,8:00,Sunday,lite,lite,sunny,lite,3:12,4,8,192
6/4/2023 9:00,6/4/2023,9:00,Sunday,lite,lite,sunny,lite,3:00,4,9,180
6/4/2023 10:00,6/4/2023,10:00,Sunday,lite,lite,sunny,lite,3:12,4,10,192
6/4/2023 11:00,6/4/2023,11:00,Sunday,lite,lite,sunny,lite,3:08,4,11,188
6/4/2023 12:00,6/4/2023,12:00,Sunday,lite,lite,sunny,lite,3:09,4,12,189
6/4/2023 13:00,6/4/2023,13:00,Sunday,lite,lite,sunny,lite,3:04,4,13,184
6/4/2023 14:00,6/4/2023,14:00,Sunday,lite,lite,sunny,lite,3:02,4,14,182
6/4/2023 15:00,6/4/2023,15:00,Sunday,lite,lite,sunny,lite,3:00,4,15,180
6/4/2023 16:00,6/4/2023,16:00,Sunday,lite,lite,sunny,lite,3:06,4,16,186
6/4/2023 17:00,6/4/2023,17:00,Sunday,lite,lite,sunny,lite,3:00,4,17,180
6/4/2023 18:00,6/4/2023,18:00,Sunday,lite,lite,sunny,lite,3:02,4,18,182
6/4/2023 19:00,6/4/2023,19:00,Sunday,lite,lite,sunny,lite,3:06,4,19,186
6/4/2023 20:00,6/4/2023,20:00,Sunday,lite,lite,sunny,lite,3:02,4,20,182
6/4/2023 21:00,6/4/2023,21:00,Sunday,lite,lite,sunny,lite,3:02,4,21,182
6/4/2023 22:00,6/4/2023,22:00,Sunday,lite,lite,sunny,lite,3:02,4,22,182
6/4/2023 23:00,6/4/2023,23:00,Sunday,lite,lite,sunny,lite,3:05,4,23,185
6/5/2023 0:00,6/5/2023,0:00,Monday,lite,lite,sunny,lite,3:14,5,0,194
6/5/2023 1:00,6/5/2023,1:00,Monday,lite,lite,sunny,lite,3:12,5,1,192
6/5/2023 2:00,6/5/2023,2:00,Monday,lite,lite,sunny,lite,3:08,5,2,188
6/5/2023 3:00,6/5/2023,3:00,Monday,lite,lite,sunny,lite,3:11,5,3,191
6/5/2023 4:00,6/5/2023,4:00,Monday,lite,lite,sunny,lite,3:05,5,4,185
6/5/2023 5:00,6/5/2023,5:00,Monday,lite,lite,sunny,lite,3:10,5,5,190
6/5/2023 6:00,6/5/2023,6:00,Monday,heavy,heavy,sunny,heavy,4:00,5,6,240
6/5/2023 7:00,6/5/2023,7:00,Monday,heavy,heavy,sunny,heavy,3:46,5,7,226
6/5/2023 8:00,6/5/2023,8:00,Monday,heavy,heavy,sunny,heavy,4:13,5,8,253
6/5/2023 9:00,6/5/2023,9:00,Monday,heavy,heavy,sunny,heavy,4:06,5,9,246
6/5/2023 10:00,6/5/2023,10:00,Monday,lite,lite,sunny,moderate,3:37,5,10,217
6/5/2023 11:00,6/5/2023,11:00,Monday,lite,lite,sunny,moderate,3:27,5,11,207
6/5/2023 12:00,6/5/2023,12:00,Monday,lite,lite,sunny,moderate,3:41,5,12,221
6/5/2023 13:00,6/5/2023,13:00,Monday,heavy,lite,sunny,moderate,3:17,5,13,197
6/5/2023 14:00,6/5/2023,14:00,Monday,heavy,lite,sunny,moderate,3:32,5,14,212
6/5/2023 15:00,6/5/2023,15:00,Monday,heavy,lite,sunny,moderate,3:18,5,15,198
6/5/2023 16:00,6/5/2023,16:00,Monday,heavy,heavy,sunny,heavy,3:53,5,16,233
6/5/2023 17:00,6/5/2023,17:00,Monday,heavy,heavy,sunny,heavy,3:47,5,17,227
6/5/2023 18:00,6/5/2023,18:00,Monday,heavy,heavy,sunny,heavy,4:15,5,18,255
6/5/2023 19:00,6/5/2023,19:00,Monday,heavy,heavy,sunny,heavy,3:52,5,19,232
6/5/2023 20:00,6/5/2023,20:00,Monday,heavy,heavy,sunny,heavy,4:10,5,20,250
6/5/2023 21:00,6/5/2023,21:00,Monday,lite,lite,sunny,lite,3:12,5,21,192
6/5/2023 22:00,6/5/2023,22:00,Monday,lite,lite,sunny,lite,3:07,5,22,187
6/5/2023 23:00,6/5/2023,23:00,Monday,lite,lite,sunny,lite,3:06,5,23,186
6/6/2023 0:00,6/6/2023,0:00,Tuesday,lite,lite,sunny,lite,3:05,6,0,185
6/6/2023 1:00,6/6/2023,1:00,Tuesday,lite,lite,sunny,lite,3:02,6,1,182
6/6/2023 2:00,6/6/2023,2:00,Tuesday,lite,lite,sunny,lite,3:13,6,2,193
6/6/2023 3:00,6/6/2023,3:00,Tuesday,lite,lite,sunny,lite,3:14,6,3,194
6/6/2023 4:00,6/6/2023,4:00,Tuesday,lite,lite,sunny,lite,3:00,6,4,180
6/6/2023 5:00,6/6/2023,5:00,Tuesday,lite,lite,sunny,lite,3:00,6,5,180
6/6/2023 6:00,6/6/2023,6:00,Tuesday,heavy,heavy,sunny,heavy,3:51,6,6,231
6/6/2023 7:00,6/6/2023,7:00,Tuesday,heavy,heavy,sunny,heavy,4:05,6,7,245
6/6/2023 8:00,6/6/2023,8:00,Tuesday,heavy,heavy,sunny,heavy,4:13,6,8,253
6/6/2023 9:00,6/6/2023,9:00,Tuesday,heavy,heavy,sunny,heavy,4:02,6,9,242
6/6/2023 10:00,6/6/2023,10:00,Tuesday,lite,lite,sunny,moderate,3:21,6,10,201
6/6/2023 11:00,6/6/2023,11:00,Tuesday,lite,lite,sunny,moderate,3:27,6,11,207
6/6/2023 12:00,6/6/2023,12:00,Tuesday,lite,lite,sunny,moderate,3:40,6,12,220
6/6/2023 13:00,6/6/2023,13:00,Tuesday,heavy,lite,sunny,moderate,3:22,6,13,202
6/6/2023 14:00,6/6/2023,14:00,Tuesday,heavy,lite,sunny,moderate,3:35,6,14,215
6/6/2023 15:00,6/6/2023,15:00,Tuesday,heavy,lite,sunny,moderate,3:43,6,15,223
6/6/2023 16:00,6/6/2023,16:00,Tuesday,heavy,heavy,sunny,heavy,4:08,6,16,248
6/6/2023 17:00,6/6/2023,17:00,Tuesday,heavy,heavy,sunny,heavy,3:53,6,17,233
6/6/2023 18:00,6/6/2023,18:00,Tuesday,heavy,heavy,sunny,heavy,4:13,6,18,253
6/6/2023 19:00,6/6/2023,19:00,Tuesday,heavy,heavy,sunny,heavy,4:09,6,19,249
6/6/2023 20:00,6/6/2023,20:00,Tuesday,heavy,heavy,sunny,heavy,4:10,6,20,250
6/6/2023 21:00,6/6/2023,21:00,Tuesday,lite,lite,sunny,lite,3:09,6,21,189
6/6/2023 22:00,6/6/2023,22:00,Tuesday,lite,lite,sunny,lite,3:00,6,22,180
6/6/2023 23:00,6/6/2023,23:00,Tuesday,lite,lite,sunny,lite,3:03,6,23,183
6/7/2023 0:00,6/7/2023,0:00,Wednesday,lite,lite,sunny,lite,3:07,7,0,187
6/7/2023 1:00,6/7/2023,1:00,Wednesday,lite,lite,sunny,lite,3:12,7,1,192
6/7/2023 2:00,6/7/2023,2:00,Wednesday,lite,lite,sunny,lite,3:00,7,2,180
6/7/2023 3:00,6/7/2023,3:00,Wednesday,lite,lite,sunny,lite,3:06,7,3,186
6/7/2023 4:00,6/7/2023,4:00,Wednesday,lite,lite,sunny,lite,3:14,7,4,194
6/7/2023 5:00,6/7/2023,5:00,Wednesday,lite,lite,sunny,lite,3:07,7,5,187
6/7/2023 6:00,6/7/2023,6:00,Wednesday,heavy,heavy,sunny,heavy,3:51,7,6,231
6/7/2023 7:00,6/7/2023,7:00,Wednesday,heavy,heavy,sunny,heavy,3:58,7,7,238
6/7/2023 8:00,6/7/2023,8:00,Wednesday,heavy,heavy,sunny,heavy,3:51,7,8,231
6/7/2023 9:00,6/7/2023,9:00,Wednesday,heavy,heavy,sunny,heavy,3:58,7,9,238
6/7/2023 10:00,6/7/2023,10:00,Wednesday,lite,lite,sunny,moderate,3:33,7,10,213
6/7/2023 11:00,6/7/2023,11:00,Wednesday,lite,lite,sunny,moderate,3:21,7,11,201
6/7/2023 12:00,6/7/2023,12:00,Wednesday,lite,lite,sunny,moderate,3:44,7,12,224
6/7/2023 13:00,6/7/2023,13:00,Wednesday,heavy,lite,sunny,moderate,3:34,7,13,214
6/7/2023 14:00,6/7/2023,14:00,Wednesday,heavy,lite,sunny,moderate,3:26,7,14,206
6/7/2023 15:00,6/7/2023,15:00,Wednesday,heavy,lite,sunny,moderate,3:29,7,15,209
6/7/2023 16:00,6/7/2023,16:00,Wednesday,heavy,heavy,sunny,heavy,3:49,7,16,229
6/7/2023 17:00,6/7/2023,17:00,Wednesday,heavy,heavy,sunny,heavy,4:06,7,17,246
6/7/2023 18:00,6/7/2023,18:00,Wednesday,heavy,heavy,sunny,heavy,3:55,7,18,235
6/7/2023 19:00,6/7/2023,19:00,Wednesday,heavy,heavy,sunny,heavy,3:51,7,19,231
6/7/2023 20:00,6/7/2023,20:00,Wednesday,heavy,heavy,sunny,heavy,3:51,7,20,231
6/7/2023 21:00,6/7/2023,21:00,Wednesday,lite,lite,sunny,lite,3:09,7,21,189
6/7/2023 22:00,6/7/2023,22:00,Wednesday,lite,lite,sunny,lite,3:06,7,22,186
6/7/2023 23:00,6/7/2023,23:00,Wednesday,lite,lite,sunny,lite,3:15,7,23,195
6/8/2023 0:00,6/8/2023,0:00,Thursday,lite,lite,sunny,lite,3:14,8,0,194
6/8/2023 1:00,6/8/2023,1:00,Thursday,lite,lite,sunny,lite,3:13,8,1,193
6/8/2023 2:00,6/8/2023,2:00,Thursday,lite,lite,sunny,lite,3:13,8,2,193
6/8/2023 3:00,6/8/2023,3:00,Thursday,lite,lite,sunny,lite,3:15,8,3,195
6/8/2023 4:00,6/8/2023,4:00,Thursday,lite,lite,sunny,lite,3:04,8,4,184
6/8/2023 5:00,6/8/2023,5:00,Thursday,lite,lite,sunny,lite,3:15,8,5,195
6/8/2023 6:00,6/8/2023,6:00,Thursday,heavy,heavy,sunny,heavy,3:57,8,6,237
6/8/2023 7:00,6/8/2023,7:00,Thursday,heavy,heavy,sunny,heavy,4:02,8,7,242
6/8/2023 8:00,6/8/2023,8:00,Thursday,heavy,heavy,sunny,heavy,3:52,8,8,232
6/8/2023 9:00,6/8/2023,9:00,Thursday,heavy,heavy,sunny,heavy,3:50,8,9,230
6/8/2023 10:00,6/8/2023,10:00,Thursday,lite,lite,sunny,moderate,3:45,8,10,225
6/8/2023 11:00,6/8/2023,11:00,Thursday,lite,lite,sunny,moderate,3:36,8,11,216
6/8/2023 12:00,6/8/2023,12:00,Thursday,lite,lite,sunny,moderate,3:39,8,12,219
6/8/2023 13:00,6/8/2023,13:00,Thursday,heavy,lite,sunny,moderate,3:40,8,13,220
6/8/2023 14:00,6/8/2023,14:00,Thursday,heavy,lite,sunny,moderate,3:32,8,14,212
6/8/2023 15:00,6/8/2023,15:00,Thursday,heavy,lite,sunny,moderate,3:28,8,15,208
6/8/2023 16:00,6/8/2023,16:00,Thursday,heavy,heavy,sunny,heavy,3:54,8,16,234
6/8/2023 17:00,6/8/2023,17:00,Thursday,heavy,heavy,sunny,heavy,4:09,8,17,249
6/8/2023 18:00,6/8/2023,18:00,Thursday,heavy,heavy,sunny,heavy,3:50,8,18,230
6/8/2023 19:00,6/8/2023,19:00,Thursday,heavy,heavy,sunny,heavy,3:53,8,19,233
6/8/2023 20:00,6/8/2023,20:00,Thursday,heavy,heavy,sunny,heavy,4:09,8,20,249
6/8/2023 21:00,6/8/2023,21:00,Thursday,lite,lite,sunny,lite,3:03,8,21,183
6/8/2023 22:00,6/8/2023,22:00,Thursday,lite,lite,sunny,lite,3:06,8,22,186
6/8/2023 23:00,6/8/2023,23:00,Thursday,lite,lite,sunny,lite,3:04,8,23,184
6/9/2023 0:00,6/9/2023,0:00,Friday,lite,lite,sunny,lite,3:11,9,0,191
6/9/2023 1:00,6/9/2023,1:00,Friday,lite,lite,sunny,lite,3:13,9,1,193
6/9/2023 2:00,6/9/2023,2:00,Friday,lite,lite,sunny,lite,3:07,9,2,187
6/9/2023 3:00,6/9/2023,3:00,Friday,lite,lite,sunny,lite,3:04,9,3,184
6/9/2023 4:00,6/9/2023,4:00,Friday,lite,lite,sunny,lite,3:02,9,4,182
6/9/2023 5:00,6/9/2023,5:00,Friday,lite,lite,sunny,lite,3:14,9,5,194
6/9/2023 6:00,6/9/2023,6:00,Friday,heavy,heavy,sunny,heavy,3:59,9,6,239
6/9/2023 7:00,6/9/2023,7:00,Friday,heavy,heavy,sunny,heavy,4:03,9,7,243
6/9/2023 8:00,6/9/2023,8:00,Friday,heavy,heavy,sunny,heavy,3:57,9,8,237
6/9/2023 9:00,6/9/2023,9:00,Friday,heavy,heavy,sunny,heavy,3:53,9,9,233
6/9/2023 10:00,6/9/2023,10:00,Friday,lite,lite,sunny,moderate,3:39,9,10,219
6/9/2023 11:00,6/9/2023,11:00,Friday,lite,lite,sunny,moderate,3:40,9,11,220
6/9/2023 12:00,6/9/2023,12:00,Friday,lite,lite,sunny,moderate,3:38,9,12,218
6/9/2023 13:00,6/9/2023,13:00,Friday,heavy,lite,sunny,moderate,3:28,9,13,208
6/9/2023 14:00,6/9/2023,14:00,Friday,heavy,lite,sunny,moderate,3:22,9,14,202
6/9/2023 15:00,6/9/2023,15:00,Friday,heavy,lite,sunny,moderate,3:41,9,15,221
6/9/2023 16:00,6/9/2023,16:00,Friday,heavy,heavy,sunny,heavy,3:52,9,16,232
6/9/2023 17:00,6/9/2023,17:00,Friday,heavy,heavy,sunny,heavy,4:07,9,17,247
6/9/2023 18:00,6/9/2023,18:00,Friday,heavy,heavy,sunny,heavy,3:57,9,18,237
6/9/2023 19:00,6/9/2023,19:00,Friday,heavy,heavy,sunny,heavy,4:12,9,19,252
6/9/2023 20:00,6/9/2023,20:00,Friday,heavy,heavy,sunny,heavy,3:56,9,20,236
6/9/2023 21:00,6/9/2023,21:00,Friday,lite,lite,sunny,lite,3:05,9,21,185
6/9/2023 22:00,6/9/2023,22:00,Friday,lite,lite,sunny,lite,3:04,9,22,184
6/9/2023 23:00,6/9/2023,23:00,Friday,lite,lite,sunny,lite,3:01,9,23,181
6/10/2023 0:00,6/10/2023,0:00,Saturday,lite,lite,sunny,lite,3:08,10,0,188
6/10/2023 1:00,6/10/2023,1:00,Saturday,lite,lite,sunny,lite,3:06,10,1,186
6/10/2023 2:00,6/10/2023,2:00,Saturday,lite,lite,sunny,lite,3:04,10,2,184
6/10/2023 3:00,6/10/2023,3:00,Saturday,lite,lite,sunny,lite,3:04,10,3,184
6/10/2023 4:00,6/10/2023,4:00,Saturday,lite,lite,sunny,lite,3:10,10,4,190
6/10/2023 5:00,6/10/2023,5:00,Saturday,lite,lite,sunny,lite,3:03,10,5,183
6/10/2023 6:00,6/10/2023,6:00,Saturday,lite,lite,sunny,lite,3:14,10,6,194
6/10/2023 7:00,6/10/2023,7:00,Saturday,lite,lite,sunny,lite,3:15,10,7,195
6/10/2023 8:00,6/10/2023,8:00,Saturday,lite,lite,sunny,lite,3:14,10,8,194
6/10/2023 9:00,6/10/2023,9:00,Saturday,lite,lite,sunny,lite,3:10,10,9,190
6/10/2023 10:00,6/10/2023,10:00,Saturday,lite,lite,sunny,lite,3:09,10,10,189
6/10/2023 11:00,6/10/2023,11:00,Saturday,lite,lite,sunny,lite,3:05,10,11,185
6/10/2023 12:00,6/10/2023,12:00,Saturday,lite,lite,sunny,lite,3:11,10,12,191
6/10/2023 13:00,6/10/2023,13:00,Saturday,lite,lite,sunny,lite,3:10,10,13,190
6/10/2023 14:00,6/10/2023,14:00,Saturday,lite,lite,sunny,lite,3:02,10,14,182
6/10/2023 15:00,6/10/2023,15:00,Saturday,lite,lite,sunny,lite,3:09,10,15,189
6/10/2023 16:00,6/10/2023,16:00,Saturday,lite,lite,sunny,lite,3:12,10,16,192
6/10/2023 17:00,6/10/2023,17:00,Saturday,lite,lite,sunny,lite,3:07,10,17,187
6/10/2023 18:00,6/10/2023,18:00,Saturday,lite,lite,sunny,lite,3:04,10,18,184
6/10/2023 19:00,6/10/2023,19:00,Saturday,lite,lite,sunny,lite,3:10,10,19,190
6/10/2023 20:00,6/10/2023,20:00,Saturday,lite,lite,sunny,lite,3:08,10,20,188
6/10/2023 21:00,6/10/2023,21:00,Saturday,lite,lite,sunny,lite,3:06,10,21,186
6/10/2023 22:00,6/10/2023,22:00,Saturday,lite,lite,sunny,lite,3:11,10,22,191
6/10/2023 23:00,6/10/2023,23:00,Saturday,lite,lite,sunny,lite,3:02,10,23,182
6/11/2023 0:00,6/11/2023,0:00,Sunday,lite,lite,sunny,lite,3:07,11,0,187
6/11/2023 1:00,6/11/2023,1:00,Sunday,lite,lite,sunny,lite,3:11,11,1,191
6/11/2023 2:00,6/11/2023,2:00,Sunday,lite,lite,sunny,lite,3:09,11,2,189
6/11/2023 3:00,6/11/2023,3:00,Sunday,lite,lite,sunny,lite,3:09,11,3,189
6/11/2023 4:00,6/11/2023,4:00,Sunday,lite,lite,sunny,lite,3:08,11,4,188
6/11/2023 5:00,6/11/2023,5:00,Sunday,lite,lite,sunny,lite,3:12,11,5,192
6/11/2023 6:00,6/11/2023,6:00,Sunday,lite,lite,sunny,lite,3:13,11,6,193
6/11/2023 7:00,6/11/2023,7:00,Sunday,lite,lite,sunny,lite,3:00,11,7,180
6/11/2023 8:00,6/11/2023,8:00,Sunday,lite,lite,sunny,lite,3:15,11,8,195
6/11/2023 9:00,6/11/2023,9:00,Sunday,lite,lite,sunny,lite,3:11,11,9,191
6/11/2023 10:00,6/11/2023,10:00,Sunday,lite,lite,sunny,lite,3:07,11,10,187
6/11/2023 11:00,6/11/2023,11:00,Sunday,lite,lite,sunny,lite,3:00,11,11,180
6/11/2023 12:00,6/11/2023,12:00,Sunday,lite,lite,sunny,lite,3:01,11,12,181
6/11/2023 13:00,6/11/2023,13:00,Sunday,lite,lite,sunny,lite,3:03,11,13,183
6/11/2023 14:00,6/11/2023,14:00,Sunday,lite,lite,sunny,lite,3:01,11,14,181
6/11/2023 15:00,6/11/2023,15:00,Sunday,lite,lite,sunny,lite,3:01,11,15,181
6/11/2023 16:00,6/11/2023,16:00,Sunday,lite,lite,sunny,lite,3:10,11,16,190
6/11/2023 17:00,6/11/2023,17:00,Sunday,lite,lite,sunny,lite,3:09,11,17,189
6/11/2023 18:00,6/11/2023,18:00,Sunday,lite,lite,sunny,lite,3:15,11,18,195
6/11/2023 19:00,6/11/2023,19:00,Sunday,lite,lite,sunny,lite,3:11,11,19,191
6/11/2023 20:00,6/11/2023,20:00,Sunday,lite,lite,sunny,lite,3:11,11,20,191
6/11/2023 21:00,6/11/2023,21:00,Sunday,lite,lite,sunny,lite,3:02,11,21,182
6/11/2023 22:00,6/11/2023,22:00,Sunday,lite,lite,sunny,lite,3:12,11,22,192
6/11/2023 23:00,6/11/2023,23:00,Sunday,lite,lite,sunny,lite,3:11,11,23,191
6/12/2023 0:00,6/12/2023,0:00,Monday,lite,lite,sunny,lite,3:09,12,0,189
6/12/2023 1:00,6/12/2023,1:00,Monday,lite,lite,sunny,lite,3:14,12,1,194
6/12/2023 2:00,6/12/2023,2:00,Monday,lite,lite,sunny,lite,3:07,12,2,187
6/12/2023 3:00,6/12/2023,3:00,Monday,lite,lite,sunny,lite,3:09,12,3,189
6/12/2023 4:00,6/12/2023,4:00,Monday,lite,lite,sunny,lite,3:00,12,4,180
6/12/2023 5:00,6/12/2023,5:00,Monday,lite,lite,sunny,lite,3:05,12,5,185
6/12/2023 6:00,6/12/2023,6:00,Monday,heavy,heavy,sunny,heavy,3:46,12,6,226
6/12/2023 7:00,6/12/2023,7:00,Monday,heavy,heavy,sunny,heavy,4:08,12,7,248
6/12/2023 8:00,6/12/2023,8:00,Monday,heavy,heavy,sunny,heavy,4:05,12,8,245
